property_address,categories
"401, 4th floor, snehrajasi residency, snehrajasi residency, rs no 525,flat no. 401, 4th floor, snehrajasi residency, samrat nagar , near datta temple,e ward, 47, near shri datta temple, samrat nagar, kolhapur, e ward",flat
"plot no. 17, situated at khasara no. 677/2, ram nagar gram khinwara, tehsil rani district pali (rajasthan.). admeasuring area 1535.25 sq. feet.",houseorplot
"nagar palika no 743-203/217, village chamari, tehsil hapur, near mata wali gali, ghaziabad, uttar pradesh, 245101",others
"flat-1203,floor-12 royal heights chsl plot 198+199,sector 21,kamothe panvel 410206 maharashtra",flat
"khata no. 181/226 & 183/226 , khasra no. 70//19(4-0) , 23/1(2-0) & 70//23/2, hadbast no. 198, jamabandi yr. 2007-2008 , wakia mauja behra , tehsil dera bassi , distt. sas nagar,",landparcel
"flat no 5gf,ground floor,pocket/block - 7/6,,,sector-82, noida,nearby community center,gautam buddha nagar,uttar pradesh,201304",flat
"shop no. 575, ground floor, star galaxy complex, old galaxy cinema, shop no. 855, ground floor, star galaxy, c.s. ward no. 260, sheet no.614, new c.s. no. 521, jamnagar, off. kv road, jamnagar, sub-dist. jamnagar, dist. jamnagar-361001. sub-dist. jamnagar,",commercial unit
"residential patta no. 19 , book no. 143 , araji no. 145 at gram- gurjaniya , gram panchayat- sudri , teh. gangrar , distt. chittorgarh (raj.) sub- registrar- gangrar , distt. chittorgarh (raj.)",landparcel
"site no 97, karakanahalli villag, elwala hobli, mysore, mysore, mysore, karnataka, india, 571130",houseorplot
"flat no 2905 29th, flr tower 2, my home tridasa, sy no 475 to 480, manmole village ramachandrapuram mandal, sr ts, hyderabad, telangana, india, 506349",flat
"flat-701,floor-7 asmita anita complex chsl bldg 5 wingas no 92/1,93asmita enclave iinaya nagarmira road [e] dist thane mira-bhayandar 401107 maharashtra",flat
"entire third floor without roof rights (said floor) built up on property bearing no.a243, area 177.06 sq.yds., in the residential colony known as ashok estate, situated in sector-63-a, in the revenue estate of village ullawas, gurugram, haryana,",flat
"part of property no,a 795,khasra no 661/212,entire third floor without roof right,kewal park extn mandi marg village azadpur,nearby kartar dairy,new delhi,delhi,110033",flat
"flat no. 1004, 10th floor, c wing, phase - i, admeasuring area 27.52 sq. mtrs. carpet area, in the building known as “metro aangan”, constructed on all that piece and parcel of non agriculture land bearing survey no. 78, hissa no. 7, admeasuring area 0-58-0 (h-r-p), admeasuring area 5112 sq. mtrs., survey no. 78, hissa no. 8, admeasuring area 0-64-3 (h-r-p) out of total admeasuring area 0-81-0 (h-r-p), lying, being and situated at village kulgaon, taluka ambernath, district thane, within the limits of registration district thane and sub-registration district ulhasnagar (hereinafter referred to as the said “flat”).",flat
mumtaj nagar sab health crnters mumtaj nagar faizabad ho,others
plot no 5 ground and first floor bungalow vaishali nagar jail road opp adhav petrol pump nashik,houseorplot
"flat-s1,floor-2 sai sruthilaya apartments - block a s no 39/1a1a2,plot no:36a & 35& 36b nagalakshmi nagar extnsithalapakkam chennai 600073 tamil nadu",flat
"39nokha, bikaner, rajasthan patta no 626, khatu shyam nagar, near sanskar public school nokha bikaner nokha rajasthan 334803",others
"f-501, 8th, kanha city, r s no 607/b paiki t p no 2 f p no 2 op no 2, flat no. opp kailash kathyawadi hotel, ajwa road, vadodara",flat
"214 hommadevanahalli v gf,ff sy no.57 katha no.214/57/46 begur h near by st marys convent school hommadevanahalli bengaluru urban karnataka bannerghatta 560083",houseorplot
"unit no 10c tower-b3, sector-747 spaze i tech park tower b3 sector 803 omaxe city centre",flat
"flat-603,floor-6 cidco mass hsg-bldg -ea-07 plot 1,sector 28,taloja panvel 410208 maharashtra",flat
"office no. 31, 4th floor off. sahar airport road andheri east prime corporate park behind itc hotel",commercial unit
405 4th 405 royal enclave co-operative housing society ltd swaminarayan gurukul road vapi valsad vapi gujarat 396191,flat
"plot 40,s no 283,villagenizampet,taluka quthbullapurdistrict medchal malkajgiri rangareddy 500090 telangana",houseorplot
"flat no . 26g, ground floor, municipal door no. 2-1/26g plot no.26 survey nos.3,38,40,41,42,&43, jana priya nagar phase - 1 serilimgampally mandal uder ghmc ranga reddy, hafeezpet village, k.v.rangareddy, telangana, india, 500049",flat
"flat no.03, gf, block no.e, rajipa greenland, r survey no. 105/b, tps no.119, fp no.26/2, mouje:-nikol, ta: -asarwa, nr.subham lakeview, nr.virat nagar road, nikol",flat
"all that piece and parcel of property bearing proposed rcc construction upon plot no. 221-a area admeasuring 00 hectare 0.62 i.e. 675 sq. fts. area admeasuring 00 hectare 0.62 i.e. 675 sq. fts. area admeasuring 00. hectare 12.16 ares out of area admeasuring 42.40 ares out of total area admeasuring 0hectare 53 ares (including pot kharaba) out of new gat no. 1132 and old gat no. 347/11 situated at village-lavale, taluka-mulshi and dist-pune, within the local limits of pune zilla parishad and taluka panchayat samiti mulshi and within the jurisdiction of sub- registrar mulshi and which is bounded as under;",houseorplot
"unit-316 139 park avenue s no 104, 520/604, 714,105,207, 781/80, 945,935/391,460/134,787&6chikkadasarahalli village,sarjapura hobli bengaluru 562107 karnataka",others
"house no. i- 449 , area- 96.60 sq. mtr , situated at awas vikas dhamin kheda , scheme no-1 kalyanpur , district- kanpur nagar , uttar pradesh.",houseorplot
"flat-3d,floor-3 . s no holding-1/6,,kanta pukurroad; ward-23; ps-bantra howrah 711101 west bengal",flat
"house no c52, gayatri vihar, kotadi, kota, rajasthan, india, 324007",houseorplot
"unit no. cm0921, 21th floor, 21, tower- 9,, the camellias,, unit no. cm0921, 21th floor, tower- 9, the camellias, dlf the camellias, phase v, gurugram, haryana- 122002, na, near by golf course, gurgaon, dlf the camellias, phase v, gurugram, haryana, 122001",flat
"s.no 775, nowsub div s.no 775/1a1a, plot no 156 (east), amudham nagar, meelavittan village, meelavittan village panchayat, thoothukudi taluk, thoothukudi-melur sro, tuticorin, thoothukudi reg dt, tamil nadu, india, 628008",houseorplot
b-18 shri balaji township r s no 448nr canalchhani roadb/h sitaram super market vadodara 390002 gujarat,flat
"nanaurban estate , .plot no. - 2015 sector 46 gurgaon, plot no. - 2015, near huda park, gurgaon, gurgaon, sector - 46, gurugram, haryana, 122001",houseorplot
"flat no. 704, 7, meghmalhar o-p wing, dsk vishwa phase 2, flat no. 04 7th floor dsk vishwa phase 2 meghmalhar o-p wing gat no. 87,88,89 and 90 near dsk colony kirkatwadi pune 411024, -, itself a landmark, dsk vishwa road, pune, kirkatwadi, kirkatwadi, pune city",flat
"740, 3rd floor , ankura enclave , ankura enclave , residential flat bearing no. 747, in third floor, in ankura enclave, constructed on plot nos.594 and 537 (west part), admeasuring 861.826 sq. yards, plot no.308, admeasuring 589.993 sq. yards and plot no.803 (west part), admeasuring 587.916 sq. yards, total admeasuring 68.812 sq. yards or its equivalent to 784.17 sq.metres, in survey no.83, in surya nagar, situated at bagh hayathnagar village, hayathnagar revenue mandal, ranga reddy district, under ward no.566, block no.755 of ghmc, hayathnagar circle, avn agastya international school, hyderabad, hayath nagar, ranga reddy, telangana, 501505",flat
"sco no.616 & 466 ue-201, red square market 764 hisat tehsil & distt. hisar red square market",commercial unit
"flat-304,floor-3 ganesh green - block b plot fp 35,s no rs 61,tp 117,nr. shreedhar dream, madhavfarm road, vastral, ahmedabad ahmedabad 382418 gujarat",flat
"shop no. 908 and 907 on ground floor and office no1 and 217 on 1st floo 346 feet road, mulund east, mumbai, maharashtra 400081 situated at nav sai prasad chs ltd, poonam building akruti elegance",commercial unit
"residential plot no, 36 part of khasra no, 343mi situated at, hari asharay nagar village bawali kalanjari pargana and tehsil roorkee, distt haridwar, haridwar, haridwar, uttarakhand, india, 247667",houseorplot
"1901, 19, the manor, plot no 705/2/1/2/62/2 and 705/2/1/1/p fp no 434, near prasad mangal karyalay, aakashwani tower, gangapur road",flat
"unit-822 visveshwaraya layout ( bda ) s no all blocks,kengeri,behindkhb flats bengaluru 560060 karnataka",others
"house no. d-129 basera, sector-05 sushant city , ved vyaspuri near gate",houseorplot
"khasra no. 3175/3, mandal kalepur, near toll plaza, chengalpattu, tamil nadu - 767985",landparcel
"unit-138a golden heaven -666 s no 87/629,at balvatnpura ,khedtasiya road , himatnagar. sabarkantha 383001 gujarat",others
"unit-238 upkar meadows s no 98/1a&1b,98/2-4,100/1&2104,108/1b,,103,106,113/4114/1,2,5a,108/1a,2,5,107/2kyalasanahalli village jignihobli,anekal bengaluru 562106 karnataka",flat
"flat-204,floor-2 shree chintamani nagar - d wing s no 203/2/1b/2/c/1,b/h ssdnagar, trikoni bunglow road,siddheshwar nagar, hirawadi,panchavati , nashik 422003 maharashtra",flat
"b/4,803 8 b/4,803 shivdhara residency, shreshta b /4,803shivdhara chowk shivdhara residency mota varachcha surat surat gujarat 394101",flat
"mouje-gotri, c s no-6563,, sheet no-792, property card no-4176,, tal.dist.- vadodara-390021, vadodara, vadodara, gujarat, india, 390021",others
plot no 342 s no 567/pt 569na sathuvacheri vellore vellore vellore vellore tamil nadu 632009,houseorplot
"bhadrabad, phase-3 shivalik nagar, b.h.e.l ranipur haridwar, uttarakhand",others
"flat-a-504 avadh elite a-wing s no 275/a [ old s no:275],gatno.275, more mala, behindburkule hall inn, nashik-ambadlink road, nashik, 422010 nashik 422010 maharashtra",flat
"gram panchayat milkat no : 681 , house no: 2/271, mohalla : aavasma, mouje:sanpa ,ta: karjan dis: vadodara 391240",houseorplot
"flat no. 406, 04th floor, tower 3 wing f, godrej evergreen square, final plot no. r1/2c, maan, haveli, pune. 411057",flat
"re-survey no. 5887/9, taluka madhavpur, opposite primary school, pune, maharashtra - 849786",landparcel
shop no. 649 ghekanta karnavati arced opp nagar sheth no vando,commercial unit
eastern portof45 new municipal no5 9th cross ramamurthy nagar mn rd bangalore,others
shivaji nagar pilkhuwa dehat,others
"area 10marla (302.50 sq. yd.) vakya aggarwal colony, basti bhiwan, fatehabad bearing ppid no 3eo4a1n0 near rangoli palance",others
54-2-538-485 sulanapur road shivashakti nagar gulbarga,others
"unit-478,floor-seventh sri sai paradise-los s no sy.no.107/75,shigehallivillage,,bidarahalli hobliwhite filed, bengaluru 560002 karnataka",others
plot no 307 scheme gom defence queens road nanak puri society gnss jaipur jaipur vaishali nagar vaishali nagar 0 jaipur vaishali nagar,houseorplot
"house no: 2-63, survey no:304/1, plot no: 101, siddarampuram village, pasulur panchayath, bukkaraya samudram mandal, anantapur , anantapur district, andhra pradesh - 515701.",houseorplot
"usha enclave j.b no- 343/3635b, shop 136, b b sarkar road mouza- bartamasia thana no- 613, p.s- deoghar ward -203 holding no- 015001950000d1 plot no-446 (part), plot no-115 near barmasia school",commercial unit
"ayan punjais.no: 683/1f, azhagaiyapandiyapuramvillage &panchayat, tirunelvelidt, tirunelveli, azhagiyapandiyapuramvillage, manur taluk, tamil nadu, india, 627201",houseorplot
"flat-201,floor-2 parlepoint - a - wing ( plan-b-type) s no 63/p/1,f.p.no. 59/b, tpsno. 35, opp. shree kunj, nr.akshar wadi, ved road, dabholi katargam surat 395004 gujarat",flat
plot no 311 to 324 manjusar 312 323 and 324gidc industrial esate savli,houseorplot
"flat-3407,floor-34 rajapushpa provincia block c plot in,s no 206 to 215,217(p) & 272,narsingi(v),gandipet(m), r r dist rangareddy 500075 telangana",flat
na na,others
flat no 856 wing b 4th floor mumbai,others
"first & second floor of showroom no.221, 580 having super built up area no.531//467(498-439) situated at ambala wholesale complex, village vaka rakba suba akbarpur, kalka chowk 79.722 sq. ft. comprised under khewat no.199, khatuani no.101, khasra ambala city near grain market",commercial unit
"plot no. d-11 (on site), plot no. d-334 (as per plan), gaypagla road, dhoranpardi, kamrej, hindva dreams, nr.kaneria plast pvt ltd.,",houseorplot
"office no. 96 & 289, 956, pristine commerce street, gat no. 151/536 & 649/521 (plot b) village moshi tal.haveli",commercial unit
":877, infinity mall, signature global infinity commercial, na, na, the serenas, sohna, gurgaon, sector-550, gurugram, haryana, 122102",commercial unit
"r.s. no. 9694/5, p.s. sundarpur, near ganga ghat, bhubaneswar, odisha - 587522",landparcel
"nishan pride shop no.-134(ground floor) nr. s.v.square, khdiyar tample road, new ranip block-a, opp. home town-516 opp. home town - 609",commercial unit
"s.f. no. 4816/7, pargana zirakpur, near railway station, yamunanagar, haryana - 641999",landparcel
"mouza - mallickerbag, j l no 1, dag no 465, khatian no 29, 30, 214/852, 214/853, 214/855 l r dag no 1392, as per deed holding no. 556 masjid bata road and , as per tax receipt 319/a kavi guru rabindranath path ward no 11 p s - bijpur, kanchrapara, kolkata, west bengal, india, 743145",houseorplot
"southern portion 28, pid no 4388276933, sy no 38, ward no 12, katha no 38, shettihalli village, yeshwanthpura hobli, bangalore north taluk.",houseorplot
"plot-b082 godrej green estate s no rect.no.51//23/2,70//2221,,24/2/1 etc.,sector 34rathdhana sonipat 131001 haryana",houseorplot
"door no. 56, site no. 285 [west part], s.no: 1344, veeranampalayam village 1346/c[old],r.s.no. 188[new],mullai nagar nearchurch",houseorplot
"plot no. 436-682, kaasam cloth showroom, nah no 348-52 plot no 375 lp no 74/357 block no 210 k.d.r. nagar street wanaparthy, plot no. 850-333, kaasam cloth showroom, kotha kota road, wanaparthy, wanaparthy , wanaparthy, wanaparthy, telangana, 509103",commercial unit
"plot,f-4,neelbad,bhopal,bhopal,madhya pradesh,462044",houseorplot
"e2 block n e2 akola 143 to 8mouje akoli mouje akoli kurdh, surve no 32/478, 578/958, 583/326 akola akola maharashtra 444001",others
near shivalya mandir outside zira gate dharam singh nagar rakhdi road,others
"house on,s no kh-77 min,mouzamehuwala mafi,parganapachwadun,e-lnd#oth,w-lndn-gul,s-rd dehradun 248001 uttarakhand",houseorplot
all that piece and parcel of plot no. 13 total adm 5688 sq. ft. out of western portion adm 2846 sq. ft. and first floor adm 2033.69 sq. ft. bearing s. no. 561/2/a of mouza dhule bearing cts. no. 18314 adm 529 sq. mtrs ward no. d22 and house no. 65 and old house no. w2zcb61000184 as per tax situated within the limit of tah & dist dhule,houseorplot
plot situated at part of arazi no. 469 village m. piperkheda ehatmali pargana hadha tehsil and district unnao admeasuring 62.73 sq. mts,houseorplot
"gph no. 197, near ram mandir, sai nagar, dasnur road, at. andalwadi, tal. raver, dist. jalgaon 425506",houseorplot
"all that pieces and parcels of immovable property city survey no. 4303 paiky, total land admeasuring 65-39 square meters, situated at “nurani nagar, savar samapadar, tal. savarkundla, dist. amreli, state of gujarat",landparcel
"r.s. no. 9313/2, taluka madhavpur, behind dps school, patna, bihar - 519159",landparcel
"plot measuring 4 marle, comprised in the khata no. 497/645, khasra no. 2996/1715(0-4), 2997/1715(0-12), total kita 2, situated in the village dosanjh kalan, teh. phillaur (gauraya) & distt. jalandhar",landparcel
shedno.c3-134 near hotel sahara bridge gidc phase 68 mahesana r s no. 1190paiki modhera road,commercial unit
"unit-273 aadhya homes-2 s no r.s. no-589(old-112-1),nrvraj villa residency, ongcpoint road, mandva andada road andada, ankleshwar. ankleshwar 393010 gujarat",others
"flat no 613 6th flr,a wing divine capital,karjat murbad road,survey no 84 plot no 8 to 32,village dhamote,near the morning project neral westtaluka karjat district raigad,karjat,maharashtra,410101",flat
"nanaplot no 1588, sec 25 part 2 huda panipat 132103, plot no 1588, sec 25 part 2 huda panipat 132103, 1588, sec 25, na, panipat, panipat, panipat, haryana, 132103",houseorplot
